weight,token
-0.01,  1988
-0.01,  80
0.007,  85
-0.02,  <1993Apr17
0.003,  <1993Apr25
0,  ANY
0.01,  AT&T
-0.01,  Administration
0.004,  Again
0,  Air
-0.01,  American
-0.02,  April
0,  Beach
0,  Boston
0,  Brand
0.029,  Brown
-0.01,  City
-0.01,  Columbia
0,  Cornell
0.004,  DC
-0.01,  Dare
0.015,  Design
0.006,  EBay
0,  EDT
0.01,  Eng
0.015,  Game
-0.01,  Gary
0.009,  General
0.006,  Genesis
-0.02,  House
0,  Jack
0.008,  Later
0,  London
0.008,  Looking
0,  Love
-0.02,  Make
0.003,  Man
-0.02,  Maryland
0.016,  Massachusetts
0,  Math
0,  Math/CS
0,  NOW
-0.01,  Northwest
-0.01,  Northwestern
0,  Nyx
-0.01,  ONE
0,  Okay
0.002,  Picture
0.003,  Purdue
-0.02,  Red
0.001,  Rich
0,  Star
0,  Starr
0,  TV
0,  TX
0,  Todd
0.014,  Up
0.005,  Wanted
0,  Was
0.039,  acc
0,  admin
0,  air
0.021,  amdahl
0,  american
0,  appears
0.017,  automatic
-0.01,  average
-0.02,  ba
0,  bradley
0,  brand
0.008,  business
-0.01,  cheap
-0.01,  chem
0,  condition
0.001,  cover
0,  dept
0.001,  dollars
0.007,  drop
-0.02,  due
0.007,  electric
0.005,  excellent
0,  firm
0.012,  floor
0,  folks
0,  govt
-0.02,  heavy
-0.01,  hsdndev
0,  inel
0,  ingr
-0.01,  jvnc
-0.01,  linac
0,  listed
0,  listen
-0.01,  magnus
0.01,  mention
0,  mentor
0.003,  miles
0,  mnemosyne
0,  ncsu
0.015,  ne
0,  news@magnus
-0.01,  newsserver
-0.01,  noted
0,  ocs
-0.01,  offer
0,  office
0.008,  otherwise
-0.03,  pa
-0.01,  paid
0,  player
0.028,  poster
0.006,  quickly
0.027,  r
0,  radio
-0.02,  record
0.022,  respond
0,  retail
0,  rutgers
0,  sale
0,  sold
-0.01,  summer
0,  thousands
0.01,  ticket
0,  trade
0.009,  transmission
0,  travel
0.009,  ulowell
0.001,  uni
0.008,  unknown
0,  usenet@mnemosyne
0,  w/
-0.01,  wa
0,  <1993Apr13
0,  <1993Apr2
-0.02,  <1993Apr6
0,  >>I
-0.01,  >for
0.007,  Account
0.015,  Bell
0.003,  Capital
0.001,  Central
0,  ColumbiaSC
0,  Equipment
-0.01,  Europe
-0.01,  Ford
0,  GM
0,  Hacker
0.002,  Last
0,  MD
0.009,  Max
0,  Michal
-0.01,  NY
0.008,  Net
0,  Noise
-0.01,  THE
-0.02,  Texas
0.006,  Too
0,  Tx
0,  Urbana
0.039,  Virginia
0,  WARNING
0,  While
0.003,  accident
0,  attention
0,  auto
0,  automotive
0,  behind
-0.01,  bigger
0.003,  body
0,  brandeis
0,  carleton
-0.02,  carry
0,  cars
0,  caused
0.006,  centerline
0.017,  class
0,  clothing
0.01,  coming
0,  companies
0.007,  concepts
0.004,  conditions
0,  consumers
-0.03,  country
0.023,  cup
-0.01,  danger
0,  dealers
0.019,  door
0,  doubt
0.004,  driven
0,  during
0.015,  early
0.003,  ee
-0.01,  employer
0.004,  engine
0,  engines
0,  expensive
0.002,  forget
0.003,  gas
0.007,  gun
0,  hasn
0.003,  hot
0.007,  hou
0,  hour
0.009,  ie
0,  ignore
-0.03,  insurance
0.005,  kids
0,  leader
-0.05,  legal
0.007,  lists
0.007,  locks
0.005,  looked
0,  loral
0.015,  man
0,  manufacturers
0.01,  master
0.01,  members
-0.03,  men
0,  mil>
-0.01,  mostly
0.033,  necessarily
0.001,  officer
0,  oil
0.007,  owners
-0.01,  pain
0,  paint
0.001,  pants
0,  passed
0.017,  paying
-0.02,  police
0,  policy
0,  potential
0,  procedure
0,  race
0,  rental
0.001,  roads
0.001,  rock
0.004,  saw
0,  seal
0,  serious
-0.02,  sg
-0.02,  sg>
0,  sig
-0.03,  society
-0.01,  somewhat
0.003,  somewhere
0.019,  station
0.032,  stop
0.009,  street
0,  strong
0.014,  sue
-0.03,  tax
0.044,  therefore
0.015,  today
0.002,  truck
0.012,  trucks
0.008,  vehicle
-0.01,  violence
0,  violent
-0.01,  woman
0,  women
-0.01,  ysu
0.006,  -0600
0.001,  550
0,  617
0,  750
0.004,  87
0.002,  88
-0.01,  90
0.002,  >--
-0.01,  >>In
0.004,  >Is
0,  AMA
0.004,  Administrator
0,  Because
0.013,  Chemistry
0.002,  Chicago
0,  European
0.002,  HOW
-0.01,  Jackson
0,  Ltd
0.01,  MITRE
0.003,  Oh
0,  Richardson
0.006,  Russell
0,  United
0,  Wide
0,  ahead
-0.02,  appropriate
0.005,  attack
0,  bag
0,  bars
0,  busy
0.004,  chances
0,  chase
0,  cit
-0.02,  cray
0,  crd
0.001,  depending
0,  disclaimers
0.014,  dog
0,  dogs
-0.01,  em
-0.02,  es
0.002,  essentially
0,  everybody
-0.01,  face
0.009,  fairly
-0.01,  figure
0.002,  flames
0,  foot
0.004,  impressed
-0.04,  job
0,  judge
-0.01,  kid
0.001,  late
-0.03,  law
0.004,  lawyers
0.011,  lbl
0,  letter
0.01,  linus
0.007,  lock
0,  magazine
0,  msstate
0.005,  msus
0.005,  msus1
-0.01,  pack
0.005,  practice
0,  pull
0.003,  raised
0,  regards
-0.01,  remember
0.002,  ride
0,  road
0.001,  seeing
0,  shaft
-0.02,  shall
0,  shop
0,  significant
-0.01,  spend
0,  story
0.003,  study
-0.01,  stupid
0,  style
0.005,  taking
0,  tank
0.007,  traffic
0.001,  ub
0.003,  understanding
0,  wear
0,  <Apr
0.009,  >>the
-0.01,  >you
0.006,  America
0,  Angeles
-0.02,  Another
0,  Base
0,  Black
0,  Boggs
0,  Charles
-0.01,  Dennis
-0.01,  EST
0.008,  Fischer
0.01,  Florida
0,  Go
0.002,  Golden
0,  Greg
0.004,  Griffin
-0.02,  Hall
0,  Howe
0,  IL
0,  Indians
0,  Jose
0,  Kimball
-0.01,  Lee
0,  Let
0.002,  Look
0,  Los
0,  Matthew
0.003,  Morris
0.013,  Murray
0.031,  PM
-0.01,  Perhaps
0,  Pittsburgh
-0.01,  Rochester
-0.01,  Roger
0,  Sci
0,  Sox
0,  Sports
0.001,  Sure
-0.03,  Ted
0,  Toronto
0.007,  Warren
-0.03,  York
0,  admit
0,  age
0.003,  ball
0.007,  banned
0,  base
0,  baseball
0,  bat
0,  beat
0,  biased
0.015,  bottom
0.017,  bring
0.006,  brought
0.002,  category
0,  crew
-0.01,  decided
-0.01,  defense
0,  defensive
0,  destroyer
0,  double
0.005,  enjoy
0,  fans
0.011,  finish
-0.01,  fly
0.003,  fourth
0.01,  gets
0.011,  guys
0.006,  hits
0,  hurt
0,  idiot
0.008,  immediately
0,  impressive
0,  improve
0,  injury
0,  la
-0.01,  label
0,  lazy
0.004,  lost
0,  lower
-0.03,  morning
0.005,  netcomsv
0,  planning
0,  played
0.008,  playing
0.005,  plays
0,  produce
0,  pubs
0,  quick
0.011,  saves
0.031,  shot
0,  shots
0,  shouldn
0.01,  showing
0.008,  situations
0,  smsu
0,  somebody
0,  spring
0.016,  started
0,  starting
0,  step
0.014,  stratus
0,  team
0.011,  third
0.009,  throw
0.007,  thrown
0,  throws
0,  tonight
0.002,  tossed
0.017,  trouble
0,  veterans
0,  walk
0.007,  walked
0,  weekend
0,  winning
0.001,  wise
0,  worst
-0.01,  yeah
-0.02,  yesterday
0,  young
0.003,  127
0,  2nd
0.008,  3rd
0,  61
0,  62
0,  68
-0.03,  >What
0,  Al
-0.02,  Americans
0.004,  Anderson
0.012,  Buffalo
0,  Burns
0,  CA>
0,  Canadian
0,  Canadians
-0.02,  Clinton
0,  Did
0,  Division
0.015,  Finland
0.007,  Francis
-0.01,  Gerald
0.011,  Hamilton
0.007,  His
0,  Islanders
0,  Jersey
-0.01,  Jets
-0.01,  LA
0,  Louis
0,  MCGILL
-0.01,  Olchowy
0.003,  Ottawa
0,  Patrick
0,  Quebec
0,  Ray
-0.01,  Second
-0.01,  Selanne
-0.01,  Stanley
-0.01,  Wayne
0.002,  West
-0.01,  Winnipeg
0,  Young
0,  alchemy
-0.02,  alone
0.001,  arrival
0,  attendance
0.009,  broadcast
0.002,  camp
0,  chance
0.006,  compare
-0.03,  coverage
0.003,  ericsson
0,  five
-0.01,  gld@cunixb
0,  golchowy
-0.01,  golchowy@alchemy
0,  hell
0,  interest
0.005,  lead
0.006,  led
0.002,  opportunity
-0.01,  penalties
0,  penalty
0.001,  period
0,  pick
0,  press
0,  reported
0.009,  sbc
0.009,  shut
0.002,  sick
0.014,  solid
0.003,  sun-barr
0.001,  tied
0,  traded
0,  utnut
-0.01,  utoronto
0.004,  watch
0.003,  >have
-0.01,  ACNS
0.002,  Amendment
0.006,  Brother
0,  Carl
-0.01,  ColoState
0,  Congress
0.002,  DES
-0.01,  Drug
0,  FBI
-0.02,  Federal
0.007,  Feds
-0.02,  Government
0.005,  Great
0.01,  Justice
-0.01,  LONG
0,  Marc
0,  More
0,  Off
0,  Once
0.016,  Only
0,  PGP
-0.01,  Police
0.004,  President
0,  Secret
0,  Security
0.014,  Since
0,  Stratus
0,  Suppose
0,  Test
-0.01,  Timothy
-0.02,  White
-0.02,  William
0,  accounts
0.016,  accuracy
-0.01,  act
0.034,  administration
0.006,  advocates
0.002,  agencies
0.009,  agency
0,  announcement
0.012,  assume
-0.01,  becomes
0.02,  break
0,  charge
0,  citizen
0,  citizens
-0.03,  civil
0.041,  committed
0,  committee
0.001,  concerns
0.002,  content
0.039,  context
0.003,  conversation
0.008,  conversations
0,  countries
-0.02,  court
-0.01,  crime
-0.01,  criminal
0,  debate
-0.01,  decision
0.001,  defend
-0.01,  develop
-0.01,  drug
-0.01,  economic
0.012,  eff
0,  enforcement
0,  entirely
0,  established
0.003,  experts
-0.02,  forced
0.014,  freedom
0.013,  government
0.023,  house
0.022,  illegal
0.033,  independent
0,  industry
-0.01,  issues
0.015,  knew
-0.01,  knowing
0.007,  law-abiding
-0.02,  laws
0.005,  longer
0.009,  method
0.012,  methods
0.018,  moment
0.025,  nor
-0.01,  nsc
0.003,  officials
0.013,  organization
-0.01,  outside
0.007,  papers
0,  pat
-0.03,  plan
0,  political
0.003,  powerful
0,  presented
0,  prevent
0.002,  privacy
-0.03,  private
0,  proper
-0.02,  protect
-0.01,  protecting
-0.01,  random
0,  readily
0,  regard
0.014,  remain
-0.05,  rights
-0.02,  rush-limbaugh
0.018,  search
0,  secret
0,  sector
0,  sf
0,  solutions
0,  speech
0,  stated
0.017,  suppose
0.002,  sw
-0.01,  terrorists
0.004,  transmitted
0,  trust
0,  trusted
0,  utsa
-0.02,  warrant
0.001,  weak
0.002,  whose
0,  Electrical
0.004,  NM
0.018,  Question
-0.01,  Should
0.016,  across
0,  approval
0.007,  boxes
-0.01,  building
0.001,  buried
0,  carrier
-0.03,  cases
0.007,  ceiling
0.003,  codes
0,  connections
0.004,  cse
0.003,  cycle
0,  damage
0,  duty
0.016,  easier
0,  existing
-0.01,  feed
0.026,  fire
-0.02,  former
0.002,  generally
0.004,  ground
0.006,  installing
-0.01,  lamp
0.007,  latch
-0.01,  main
0,  metal
0.01,  modern
0.037,  named
0,  neat
0.008,  older
-0.01,  ordinary
0.012,  permits
0,  phase
-0.03,  places
0,  possibly
0,  protected
0,  protection
0.014,  red
0.002,  register
0,  replace
0.014,  safe
0,  separately
0.021,  term
0.001,  tone
0.001,  towers
0.001,  trace
0,  trip
0,  versus
0.004,  walls
0.023,  water
0.012,  510
0.002,  <1993Apr27
0,  Biology
0.001,  Elaine
0,  Health
0,  MRI
0,  Medical
0.001,  OR
0,  Oct
0.007,  Reference
-0.01,  She
0,  States
0.004,  accepted
0,  ai
0,  allergic
-0.01,  amounts
0.004,  anecdotal
0,  blood
-0.02,  brain
0,  causing
0,  commonly
0.009,  community
-0.01,  concerned
0,  disease
0,  doctor
0.006,  doctors
-0.01,  drugs
-0.01,  education
-0.01,  effective
0.002,  effects
0.013,  engr
0,  excessive
0,  experimental
0.001,  exposure
0,  extremely
0,  facts
-0.03,  family
0.006,  food
-0.04,  health
0.007,  hospital
0,  ideas
0,  increased
0.001,  leading
0.001,  literature
0,  living
0.015,  medical
0,  medicine
0.001,  mouth
0,  muscle
0.002,  normally
0.004,  occurs
0,  ocom
0.007,  okstate
0.006,  patients
0,  personality
0.001,  philosophy
0,  poll
-0.01,  posts
0.004,  psychology
0.006,  published
0.009,  quack
0.006,  related
0,  risk
0,  role
0.007,  schools
0,  scientists
-0.02,  seizures
-0.01,  sex
-0.01,  showed
0.026,  skeptic
0,  studies
-0.01,  substances
-0.02,  surgery
0.002,  taste
0,  testing
-0.01,  treated
-0.01,  treatment
0,  typical
0,  upon
0,  vision
0,  visitors
0,  weight
0,  yogurt
0,  1987
-0.01,  AND
0.015,  Act
0,  Astronomy
0.01,  Atlantic
0,  Express
0,  February
0.004,  Freedom
0,  Lab
0,  Lunar
0,  Mar
0,  March
0,  Mars
0.047,  News-Software
-0.01,  OF
-0.01,  Observatory
0,  Part
0.006,  Pegasus
0,  Planetary
0.002,  Society
0,  Soviet
0,  Two
0,  Union
0.012,  VAX/VMS
0.012,  VNEWS
0.019,  ___
0,  achieve
0.008,  activities
0.003,  activity
-0.02,  added
0.004,  addresses
0,  aircraft
0.001,  arts
-0.01,  atmosphere
0.008,  became
-0.02,  began
0,  bill
0.004,  billion
0.005,  budget
0,  cdx
-0.03,  concept
0,  consideration
0.011,  costs
0.009,  covered
0.001,  degrees
0,  detailed
0.005,  distance
0.008,  effort
0,  eight
0,  fired
0.004,  fuel
0,  funding
0.018,  hundred
0,  landing
0.002,  layer
0.003,  location
-0.02,  mass
0.005,  military
0,  moon
0,  nation
0,  p
0,  placed
-0.01,  planet
0.007,  planned
-0.01,  proposed
0,  radiation
0.006,  reach
0.009,  report
0,  roll
0,  satellite
0,  status
0.005,  towards
-0.01,  visible
0.006,  visit
0,  wings
0.001,  14-19
0.012,  >is
0.001,  Acts
0.015,  Anthony
0.006,  Branch
0.009,  Church
0,  Community
0.017,  Cor
0.003,  Faith
0.015,  Greek
0.006,  Greeks
0.003,  Hell
0.013,  Him
0.003,  Himself
0,  Holy
0,  Hudson
0.002,  Jacob
0.06,  Jews
0.004,  Joseph
0,  Jr
-0.02,  Judaism
-0.01,  Law
-0.01,  Leviticus
0.008,  Lord
0.017,  Luke
0,  Our
0.001,  Rom
0,  Romans
0.015,  Sabbath
0.021,  Sunday
0.009,  Testament
0.002,  Those
0.004,  Thus
0,  Tim
0.021,  Truth
-0.01,  [I
0.009,  absolute
0,  acts
0,  adult
0.003,  adults
0.002,  anger
0.002,  audience
0,  authority
-0.02,  believes
0.002,  belong
0.002,  broken
0.001,  brothers
0.008,  canon
0.015,  century
-0.02,  child
-0.02,  children
0,  chose
-0.01,  church
0,  citing
0,  city
0,  clearly
0.013,  comment
0,  concern
-0.01,  condemn
0,  condemnation
0,  conservative
0.017,  contrary
-0.01,  dealt
-0.02,  death
0,  define
0.007,  deny
0.011,  differences
0,  discussed
-0.01,  discussions
0.005,  doctrine
0,  evil
0.005,  fail
0,  father
0.003,  fear
0,  feelings
0,  felt
0,  gay
0.005,  gift
0.006,  giving
0.009,  hearing
0.006,  heaven
0.006,  heavens
0,  held
0,  heterosexual
0.017,  historical
0.006,  holy
-0.01,  homosexual
0,  homosexuality
0,  homosexuals
0,  husband
0,  igor
0,  impact
0.004,  imply
0,  incredibly
0,  intended
0,  intercourse
0.008,  interpretation
0,  kinds
-0.02,  letters
-0.01,  liberal
0,  lie
0.004,  loving
0,  male
0.001,  marriage
0.019,  meaning
0.008,  meeting
0.01,  member
0,  met
0,  mother
0.003,  movement
0.005,  neither
0,  obey
-0.01,  obviously
0,  ourselves
0.003,  passage
0,  personally
0.007,  prayer
0,  presence
0.001,  priest
0,  primarily
0.012,  prophecy
-0.02,  putting
-0.03,  rape
-0.02,  readers
-0.02,  recent
-0.03,  regarding
0,  reject
0,  relationship
0.001,  religions
0.009,  respect
0.005,  resurrection
0.001,  ritual
0.015,  saved
0,  sexual
0.002,  shows
0.008,  sin
0.003,  sinful
0.009,  sins
0,  speaks
0.001,  spiritual
0.005,  teach
0.006,  teaching
0.004,  teachings
0.015,  tells
0,  topic
0.003,  totally
0.002,  traditional
0,  understood
0.009,  verse
0.01,  verses
-0.01,  vote
0,  wife
0.005,  witness
0.027,  worship
0.002,  --If
0,  -0500
0.021,  <1qvfik$6rf@usenet
0,  <viking
-0.01,  >***
0,  ATF
0.011,  Attorney
0,  BATF
0.006,  BATF/FBI
0.011,  BD
-0.02,  Brent
0,  Bush
-0.01,  Cathy
-0.03,  Davidians
0.007,  Firearms
-0.01,  Gun
0.002,  Investors
0,  JAMES
0.062,  Mormons
-0.01,  Neil
0.002,  Packet
0.004,  Rick
0.002,  Tavares
0,  UTK
0,  Veal
-0.03,  Waco
0,  Yeah
-0.05,  activism
0.004,  agents
-0.01,  armed
0.027,  arms
0.001,  assault
0,  blame
0.011,  bullet
0,  burn
0.002,  cdt
0.002,  cdt@rocket
0.002,  cdt@sw
0.002,  cdt@vos
0.014,  claimed
-0.01,  compound
0.004,  conspiracy
0,  constitution
-0.01,  cops
0.035,  cult
0,  dangerous
0,  deaths
0,  deer
-0.03,  federal
0.007,  firearm
0.017,  firearms
-0.04,  force
0.001,  forms
0.001,  fundamental
0,  gang
0,  guns
0,  handguns
0.005,  handheld
-0.01,  hands
0.003,  investigation
0.008,  jewish
0,  kennejs@a
0,  majority
0,  militia
0,  minorities
0.007,  minority
0.037,  murder
-0.02,  national
0,  no>
0,  nuclear
0,  ownership
0.001,  paranoid
-0.35,  politics
0,  pro-gun
0.006,  realize
0.002,  reports
-0.01,  responsibility
0.031,  rifles
0.002,  rocket
-0.01,  safety
0,  self
-0.02,  shooting
0.001,  six
0.005,  smoke
0,  suicide
-0.01,  survivors
-0.01,  tamu
0.003,  tanks
-0.01,  usu
-0.01,  utcc
-0.01,  utk
0.004,  weapon
0.011,  weapons
0,  weren
0.002,  west
0.007,  1919
0.001,  1982
0.011,  <1993Apr24
0,  >This
0.005,  >in
-0.01,  >not
0,  Arab
0.001,  Armenia
-0.01,  BITNET
-0.01,  Bosnia
0,  British
-0.01,  CO
-0.01,  COULD
0,  Cambridge
-0.01,  Constitution
0.005,  DO
0,  Davidian
0.001,  December
0.001,  During
0,  German
0.006,  Holocaust
0.001,  Iran
-0.02,  Israel
-0.01,  Israeli
0.012,  Jerusalem
0.003,  Jew
-0.01,  Like
0,  MCS
0.002,  Moslem
0,  Nazi
0,  Netanyahu
-0.01,  Palestinians
0,  Parliament
-0.01,  Policy
0,  Press
0,  Salah
0,  Shnekendorf
-0.01,  Syria
0,  Ten
0,  Times
0,  [1]
-0.03,  arrest
0.005,  authorities
0.008,  aware
0.001,  bony
0.019,  brown
-0.02,  calling
0.002,  closed
-0.01,  conflict
0,  cos
-0.01,  crimes
0.004,  decisions
0.01,  destroyed
0.022,  died
0,  enemy
0,  eshneken@ux4
0,  extermination
0.006,  eyes
0,  failed
0.004,  fight
0,  fighting
0.001,  forces
0,  genocide
0.006,  girls
-0.01,  headlines
0,  imprisonment
0,  intercon
-0.02,  intervention
-0.01,  invasion
0,  land
0.001,  leaders
0.019,  lived
-0.02,  mideast
0.009,  news@cs
0,  occupation
0.003,  occupied
-0.02,  opposed
0,  organizations
0.016,  organized
0,  pakistan
0,  province
0.006,  quoted
0,  region
-0.03,  serve
0,  sides
0,  soldiers
0,  states
0,  trial
0,  troops
0,  victims
0,  village
0,  villages
-0.01,  yugoslavia
0,  1%
-0.01,  <15378@optilink
-0.03,  <1qid8s$ik0@agate
-0.05,  >a
-0.01,  Abortion
0,  Boomer
0,  Broward
-0.02,  Clayton
-0.02,  Cramer
0.023,  Dole
0.014,  Francisco
-0.02,  Gay
-0.01,  Janet
-0.01,  Japan
0,  Kinsey
0,  Margolis
-0.01,  Men
0,  Optilink
-0.02,  Out
0,  PA146008@utkvm1
0,  Panama
0,  Parker
-0.02,  Percentage
0,  Petaluma
-0.01,  Phill
0,  Relations
-0.03,  Reno
0.009,  Room
0.009,  Saturday
-0.01,  Secretary
0.023,  Senate
0,  South
-0.02,  Study
0,  Timor
-0.01,  UCSC
-0.01,  VAT
-0.01,  Xavier
-0.02,  abortions
0,  adjective
0.001,  birth
-0.03,  bodily
0,  burden
0,  cen
-0.01,  claremont
-0.06,  clinton
-0.01,  concentrate
0,  consent
-0.01,  considering
0,  cramer
-0.01,  cramer@optilink
0,  desire
-0.02,  discrimination
0.007,  documents
-0.02,  environmental
0,  explanation
-0.01,  fund
0,  intelligence
-0.02,  interests
-0.01,  isc-br
-0.02,  jobs
-0.04,  libertarian
0,  manner
0,  margoli@watson
-0.02,  mojo
0,  mutual
-0.06,  officers
0,  optilink
0,  parties
0,  party
-0.01,  popular
0,  pork
-0.01,  practices
0,  premiums
-0.01,  president
0.004,  property
0,  pyramid}
-0.02,  reasoning
0.002,  referred
0,  refuse
0,  refused
-0.02,  searches
-0.01,  services
0,  stimulus
0.004,  suggested
0,  survey
0.007,  task
0,  taxes
-0.02,  technet
0,  threat
-0.02,  victim
-0.01,  violated
0,  welfare
0,  {uunet
0,  *facts*
0.001,  112243
0.006,  1587
0.015,  602/621-9615
0.006,  734911207@po
0.037,  735260518@convex
0.001,  8v6
0.009,  <1993Apr10
0.007,  <1qgouk$rln@horus
0.01,  <1qkhju$43c@horus
0.001,  <930415
0.035,  <visser
0.006,  ==========================================================
0.007,  >Jim
0.016,  >So
0.008,  ALink
0.001,  Achaemenid
0.015,  Albert
0.001,  Avestan
0.001,  BCE
0.02,  Biblical
0.011,  Bruce
0.008,  Bureau
0.015,  Ceccarelli
0.005,  Commandments
0.001,  Could
0.009,  Creation
0.007,  DM>
0.025,  Either
0.002,  Forget
-0.01,  Have
0.004,  Hebrew
0.001,  Herodotus
0.001,  Iranian
0.005,  Josephus
0.008,  KSAND
0.019,  Kendig
0.002,  LORD
0.007,  Lawmaster
0.001,  Magi
0.001,  Mainyu
-0.01,  Matt
0.004,  McConkie
0.001,  Median
0.009,  Meritt
0.029,  Message
0.011,  Mormon
0.004,  Old
0.001,  Persian
0.001,  Persians
-0.01,  Private
0.002,  Rescorla
0.012,  Rosicrucian
0.006,  SS
0.015,  Sabin
0,  Silverio
0.022,  Weiss
0.001,  Wolfram
0.001,  Zarathushtra
0.001,  Zoroastrian
0.001,  Zoroastrianism
0.004,  af
0,  articles
0.008,  atlanta
0.016,  attorney
0.009,  beast
0.001,  beginning
0.015,  brian@lpl
0.019,  bskendig@netcom
0.03,  burned
0.017,  commit
0.004,  contemplating
0.016,  contradiction
0.013,  contradictions
0.004,  convenient
0.007,  convinced
0.018,  corpse
0.006,  cpac
0.023,  ctron
0.016,  curious
0.002,  decide
0.006,  deity
0.019,  destruction
0.005,  dev
0.012,  difficulty
0.004,  digibd
0.028,  discordia
0.001,  dualism
0.002,  eitech
0.001,  elvis
0,  esd
0.01,  falsehood
0.017,  famous
0.015,  feds
0.002,  firsthand
0.013,  followers
0.033,  forever
0.005,  gospel
0.021,  gospels
0.004,  hypocrite
0,  importance
0.036,  indicate
0.001,  insert
0.017,  isp
0.01,  kfu
0.012,  listening
0.027,  magick
0.001,  markp@elvis
0.026,  material
0.015,  middle
0.002,  mumbo
0.03,  mythology
0.023,  neighbor
0,  njit
0,  objectively
0.001,  origin
0.058,  pagan
0,  parent
0,  plans
0,  pointed
0.004,  possibilities
0.027,  possibility
0.001,  priesthood
0.001,  priests
0.003,  prove
0.002,  purely
0.01,  references
0.001,  referring
0.017,  shoot
0.019,  silence
0.033,  slack
0.001,  spirit
0.002,  stops
-0.01,  stories
0.009,  strongly
0.008,  suecide
0.005,  teaches
0.025,  testimony
0.004,  thinks
0.009,  tradition
0.004,  translated
0.001,  tribe
0.004,  uncountably
0.001,  usd
0.001,  western
0.008,  wpr@atlanta
0.076,#N/A
