weight,token
0,firearm
0,firearms
0,force
0,forms
0,fundamental
0,gang
0,guns
0,handguns
0,handheld
0,hands
0,investigation
0,jewish
0,majority
0,militia
0,minorities
0,minority
0,murder
0,national
0,no
0,nuclear
0,ownership
0,paranoid
0,politics
0,pro-gun
0,realize
0,reports
0,responsibility
0,rifles
0,rocket
0,safety
0,self
0,shooting
0,six
0,smoke
0,suicide
0,survivors
0,tamu
0,tanks
0,usu
0,utcc
0,utk
0,weapon
0,weapons
0,weren
0,west
0,This
0,in
0,not
0,Arab
0,Armenia
0,BITNET
0,Bosnia
0,British
0,CO
0,COULD
0,Cambridge
0,Constitution
0,DO
0,Davidian
0,December
0,During
0,German
0,Holocaust
0,Iran
0,Israel
0,Israeli
0,Jerusalem
0,Jew
0,Like
0,MCS
0,Moslem
0,Nazi
0,Netanyahu
0,Palestinians
0,Parliament
0,Policy
0,Press
0,Salah
0,Shnekendorf
0,Syria
0,Ten
0,Times
0,arrest
0,authorities
0,aware
0,bony
0,brown
0,calling
0,closed
0,conflict
0,cos
0,crimes
0,decisions
0,destroyed
0,died
0,enemy
0,extermination
0,eyes
0,failed
0,fight
0,fighting
0,forces
0,genocide
0,girls
0,headlines
0,imprisonment
0,intercon
0,intervention
0,invasion
0,land
0,leaders
0,lived
0,mideast
0,occupation
0,occupied
0,opposed
0,organizations
0,organized
0,pakistan
0,province
0,quoted
0,region
0,serve
0,sides
0,soldiers
0,states
0,trial
0,troops
0,victims
0,village
0,villages
0,yugoslavia
0,a
0,Abortion
0,Boomer
0,Broward
0,Clayton
0,Cramer
0,Dole
0,Francisco
0,Gay
0,Janet
0,Japan
0,Kinsey
0,Margolis
0,Men
0,Optilink
0,Out
0,Panama
0,Parker
0,Percentage
0,Petaluma
0,Phill
0,Relations
0,Reno
0,Room
0,Saturday
0,Secretary
0,Senate
0,South
0,Study
0,Timor
0,UCSC
0,VAT
0,Xavier
0,abortions
0,adjective
0,birth
0,bodily
0,burden
0,cen
0,claremont
0,clinton
0,concentrate
0,consent
0,considering
0,cramer
0,desire
0,discrimination
0,documents
0,environmental
0,explanation
0,fund
0,intelligence
0,interests
0,isc-br
0,jobs
0,libertarian
0,manner
0,mojo
0,mutual
0,officers
0,optilink
0,parties
0,party
0,popular
0,pork
0,practices
0,premiums
0,president
0,property
0,reasoning
0,referred
0,refuse
0,refused
0,searches
0,services
0,stimulus
0,suggested
0,survey
0,task
0,taxes
0,technet
0,threat
0,victim
0,violated
0,visser
0,Jim
0,So
0,ALink
0,Achaemenid
0,Albert
0,Avestan
0,BCE
0,Biblical
0,Bruce
0,Bureau
0,Ceccarelli
0,Commandments
0,Could
0,Creation
0,DM
0,Either
0,Forget
0,Have
0,Hebrew
0,Herodotus
0,Iranian
0,Josephus
0,KSAND
0,Kendig
0,LORD
0,Lawmaster
0,Magi
0,Mainyu
0,Matt
0,McConkie
0,Median
0,Meritt
0,Message
0,Mormon
0,Old
0,Persian
0,Persians
0,Private
0,Rescorla
0,Rosicrucian
0,SS
0,Sabin
0,Silverio
0,Weiss
0,Wolfram
0,Zarathushtra
0,Zoroastrian
0,Zoroastrianism
0,af
0,articles
0,atlanta
0,attorney
0,beast
0,beginning
0,burned
0,commit
0,contemplating
0,contradiction
0,contradictions
0,convenient
0,convinced
0,corpse
0,cpac
0,ctron
0,curious
0,decide
0,deity
0,destruction
0,dev
0,difficulty
0,digibd
0,discordia
0,dualism
0,eitech
0,elvis
0,esd
0,falsehood
0,famous
0,feds
0,firsthand
0,followers
0,forever
0,gospel
0,gospels
0,hypocrite
0,importance
0,indicate
0,insert
0,isp
0,kfu
0,listening
0,magick
0,material
0,middle
0,mumbo
0,mythology
0,neighbor
0,njit
0,objectively
0,origin
0,pagan
0,parent
0,plans
0,pointed
0,possibilities
0,possibility
0,priesthood
0,priests
0,prove
0,purely
0,references
0,referring
0,shoot
0,silence
0,slack
0,spirit
0,stops
0,stories
0,strongly
0,suecide
0,teaches
0,testimony
0,thinks
0,tradition
0,translated
0,tribe
0,uncountably
0,usd
0,western
